hour,is_weekend,is_raining,traffic_multiplier
18,1,1,1.3414627226382745
13,0,0,1.1636326540845308
3,0,1,1.1939238090958675
12,1,0,1.2354933537868924
9,0,0,1.7033634563198818
17,0,0,1.489962388220729
7,1,0,1.0
7,0,1,1.1653221528522226
6,1,1,1.3121032973172744
7,1,1,1.3453003947292026
13,1,1,1.4345078372432358
18,1,0,1.0
5,1,1,1.3493345217105583
0,0,0,1.0
22,0,0,1.0
14,0,1,1.5313294565094742
0,0,0,1.0
16,1,1,1.57822836162096
0,1,1,1.3369597939347
14,0,1,1.5469206159461248
22,1,1,1.2718607437913014
1,0,1,1.2434714576663224
13,0,0,1.2252971279941516
20,0,1,1.3090433173060765
7,1,1,1.3438075252605106
7,1,0,1.0
18,1,1,1.243457471636424
6,1,1,1.2647306405977514
18,0,0,1.5779221980235127
5,1,0,1.0
5,1,1,1.283697724196681
2,1,0,1.0
6,0,1,1.2759841008122519
18,0,0,1.4071335160774494
7,1,1,1.2582323118201317
9,1,1,1.1676973791398029
19,1,1,1.1552767236011077
14,1,0,1.2582394324169397
14,0,1,1.36986098788932
0,1,0,1.0
19,1,1,1.1628169175208132
6,1,1,1.18590005209887
3,0,1,1.3031209636515584
5,0,1,1.2487061660465242
0,1,1,1.3261336925100298
4,1,0,1.0
22,1,0,1.0
0,1,0,1.0
3,1,1,1.229448426293367
21,0,1,1.2037401471508535
1,0,0,1.0
9,0,1,1.8315942844868411
4,1,1,1.2610011344668972
9,0,1,2.032110236898748
0,0,0,1.0
21,0,0,1.0
5,1,0,1.0
12,1,0,1.1986036416963006
14,0,0,1.2571505447773466
3,1,1,1.339506770146689
12,0,1,1.3711444242820896
23,0,1,1.2732434792588279
19,0,1,1.947386243434509
23,0,0,1.0
14,1,0,1.1924723568295468
7,1,1,1.164866310272069
4,1,0,1.0
14,1,1,1.6141912012742352
3,0,1,1.1856500287915925
11,1,1,1.4990544147869227
12,0,1,1.5067006933793208
1,1,0,1.0
18,1,1,1.2560231130070632
18,1,0,1.0
3,0,1,1.1775525858797038
3,0,1,1.2238112318683607
10,0,1,1.8736758161207556
4,0,1,1.2680462394812717
19,1,0,1.0
10,0,1,1.8968803682862827
9,0,0,1.677552275483329
7,1,1,1.3268414703658638
5,1,1,1.2444233488466483
5,0,1,1.226581865635957
7,1,0,1.0
22,0,1,1.200231680271657
14,1,1,1.546811505580404
13,0,1,1.3941793583444995
10,0,1,1.824812675375497
11,0,1,1.4601240233750286
12,0,0,1.1591204555008443
7,0,0,1.0
17,1,1,1.2910725381793364
0,0,1,1.2526431483559104
14,0,0,1.2171795206705514
7,0,1,1.1859217477654607
10,0,0,1.6940092792712682
11,0,1,1.310418831334014
11,1,1,1.5011953273612906
3,1,0,1.0
15,0,1,1.2738862302750598
3,1,0,1.0
4,0,0,1.0
23,1,0,1.0
4,1,1,1.3105358325411838
7,0,0,1.0
9,1,0,1.0
16,1,1,1.4608674833132826
8,0,1,1.8847272961490134
21,0,1,1.2765392082807026
18,1,1,1.322575856819845
13,1,1,1.4215681701141423
7,1,1,1.248605820904208
8,0,0,1.6256507775047986
21,1,1,1.280786272003424
10,1,0,1.0
22,1,1,1.3345246298258213
0,0,0,1.0
13,0,0,1.1113439907103475
4,0,1,1.1558952704248895
20,0,1,1.1856523562977546
13,1,0,1.2972895452053472
3,0,1,1.2930152734755551
21,1,1,1.2729282238109003
22,1,0,1.0
0,1,0,1.0
21,1,0,1.0
22,0,1,1.1594078106829495
18,0,1,2.064195460216618
7,0,1,1.282960008773417
14,0,1,1.3319271542105922
20,0,0,1.0
14,1,1,1.5099466118723521
8,0,0,1.437696140190899
20,0,1,1.2767535319596992
8,0,1,1.8173952713988257
9,0,0,1.6158463402407348
19,1,1,1.1758073575620873
20,1,1,1.255303889546647
8,1,0,1.0
2,1,1,1.2291473726733437
19,1,0,1.0
10,0,0,1.472142387312661
5,1,0,1.0
1,1,0,1.0
6,1,1,1.3183031448124245
17,0,1,1.6168370347752756
1,0,1,1.1525190076338854
16,1,0,1.1192013893012305
10,0,1,1.6796927247471072
11,0,1,1.3866986880686647
18,1,1,1.290342726813219
21,0,1,1.1605284225254322
23,0,0,1.0
6,0,0,1.0
19,1,1,1.1618617789602195
5,1,0,1.0
20,1,1,1.2110651798066532
23,0,1,1.3293143049938556
0,1,1,1.2782786497446632
16,0,0,1.254026258385784
10,0,1,1.7734459304402916
21,0,0,1.0
17,1,0,1.0
20,1,1,1.151629249638847
16,1,0,1.1426114701466012
6,1,0,1.0
16,0,1,1.4482677459488087
19,1,0,1.0
8,0,0,1.7936773566874256
16,1,1,1.4557874829509725
19,1,1,1.2747255665722632
21,1,0,1.0
21,0,1,1.2617413989192192
7,0,1,1.1619024885127949
16,0,0,1.1546657753331782
6,0,0,1.0
0,0,1,1.334932537658319
12,1,0,1.1708492006378488
22,0,1,1.2823306400934502
18,0,1,2.002412482934197
23,0,0,1.0
18,0,0,1.6304323516057977
16,1,1,1.4222130078535256
12,0,1,1.370996095070871
15,1,1,1.4700055917233206
7,1,1,1.1639017542897172
18,1,0,1.0
17,0,1,1.9417220458334425
0,1,0,1.0
13,0,0,1.2202633648672303
18,0,1,1.8019961845209003
14,0,0,1.130183196542706
17,0,0,1.7170709951178509
1,0,1,1.3275124916825365
21,1,0,1.0
16,1,0,1.1566033931767539
17,0,1,1.7961845937926981
5,1,1,1.1645094025973304
18,0,1,1.9843202853674617
3,1,1,1.2109758714782415
0,1,1,1.3480351587261437
7,1,1,1.165170311456471
22,1,1,1.282358142762904
6,1,0,1.0
2,0,0,1.0
9,0,1,1.8186115860317669
9,1,0,1.0
18,0,0,1.5830582464134162
13,1,1,1.444848920226732
1,0,0,1.0
0,1,1,1.2943153052170053
22,1,0,1.0
22,1,1,1.2064794220211654
17,0,0,1.73412258434338
6,0,0,1.0
7,1,0,1.0
0,1,1,1.213368988730066
22,0,0,1.0
2,0,0,1.0
23,0,1,1.2950186247973083
22,0,1,1.1741999535024132
7,0,0,1.0
21,1,0,1.0
14,0,0,1.1337403285607492
4,1,0,1.0
2,1,1,1.2131591289016503
18,0,0,1.6375495070671446
0,0,0,1.0
14,1,1,1.4583735314892348
7,0,0,1.0
1,1,0,1.0
2,0,0,1.0
23,0,1,1.165567830622103
13,0,1,1.4624804336103752
23,1,0,1.0
13,0,0,1.2341990922260633
10,1,1,1.1820392826410886
15,0,0,1.1015567940537934
3,1,0,1.0
19,0,1,1.8724662801954954
4,1,1,1.1664698287928572
21,1,1,1.1505402433668328
20,1,0,1.0
13,1,0,1.1865202651913855
22,1,0,1.0
15,1,0,1.200652780180163
17,0,1,1.8642783866019534
6,1,0,1.0
9,1,0,1.0
6,1,1,1.292084943277356
0,0,1,1.1838663714813884
22,0,0,1.0
20,0,1,1.3163980106220694
18,1,1,1.264369665778089
15,0,0,1.2167779646744097
18,0,0,1.4839101655116433
3,1,0,1.0
17,1,0,1.0
1,0,1,1.1648217498600777
0,1,1,1.2429449606161342
14,1,0,1.223122390384472
4,1,0,1.0
19,1,1,1.1690092917323371
10,0,0,1.7802137898112667
9,1,0,1.0
1,0,0,1.0
2,0,0,1.0
22,0,1,1.3460828720465614
22,0,0,1.0
11,1,1,1.5491051701331795
19,1,0,1.0
4,1,0,1.0
4,0,1,1.1858890475161705
5,0,0,1.0
8,0,1,1.568050181129888
1,1,0,1.0
20,0,0,1.0
11,1,0,1.2175024958853558
2,1,0,1.0
19,1,0,1.0
21,1,1,1.1623283766873647
11,0,1,1.4700957635166971
23,1,0,1.0
16,0,0,1.1609445612105957
9,1,1,1.3145035603996695
23,0,1,1.1937480646208187
13,0,0,1.148593691690914
22,1,0,1.0
16,1,1,1.433679008856056
17,1,0,1.0
18,0,1,1.6878145964642115
16,1,0,1.1981294998681453
13,1,1,1.609667562858542
8,0,1,1.7365187475236905
7,1,0,1.0
1,0,1,1.2429024501008155
12,1,0,1.2957859294033982
6,0,0,1.0
8,0,0,1.4689561873342862
21,1,0,1.0
21,0,1,1.2214966206983766
10,1,0,1.0
13,1,0,1.245885218796543
3,0,0,1.0
12,1,0,1.2927887468537886
1,0,1,1.1811350425528475
22,0,0,1.0
4,0,1,1.1954759908388692
10,0,1,1.6444642756545869
5,0,1,1.2708231249961899
17,0,0,1.6682812296583576
20,0,0,1.0
9,0,0,1.6410103560501015
3,1,0,1.0
8,1,1,1.1642645978825628
5,0,1,1.1638460251491263
1,1,0,1.0
16,1,0,1.142077310898825
4,1,0,1.0
5,1,0,1.0
11,1,0,1.158058903139783
22,1,0,1.0
20,0,0,1.0
9,1,1,1.3073087311820095
21,1,1,1.1818780531497843
20,1,1,1.1588184432795063
5,1,1,1.2287975015426111
7,0,0,1.0
1,0,0,1.0
11,0,0,1.183278434028384
12,0,0,1.1901814676377909
20,1,0,1.0
6,0,1,1.3153807088053937
9,0,0,1.4392021659483767
12,0,1,1.4583775306934506
16,0,0,1.161996027287094
20,1,1,1.336508625217196
13,0,0,1.1496937048833484
1,1,1,1.2785063670678731
21,0,0,1.0
10,1,0,1.0
0,1,0,1.0
18,0,0,1.5100511029504369
20,0,1,1.251428776528077
3,0,0,1.0
18,0,1,2.040861661741763
20,1,0,1.0
10,1,1,1.31773944805901
7,0,0,1.0
10,0,0,1.632872294457856
3,1,1,1.1997632630676445
16,0,0,1.2322466766523732
6,1,0,1.0
7,0,1,1.2919810091559216
2,1,0,1.0
21,1,1,1.1521383980227002
1,1,0,1.0
22,1,1,1.237842102186375
14,1,1,1.5165699278129623
23,0,1,1.2122750884326643
21,1,1,1.3243595542049325
21,0,0,1.0
4,1,0,1.0
23,1,1,1.1811761395059612
0,0,0,1.0
3,0,0,1.0
14,0,0,1.1412890464832401
19,0,1,1.8954361350797684
18,1,0,1.0
2,0,0,1.0
19,1,1,1.2926033671467558
10,0,0,1.4630814485037968
16,0,1,1.3317832935928957
12,1,1,1.5216628548828866
10,1,1,1.2174439819820453
1,0,0,1.0
8,1,0,1.0
1,1,1,1.152840431234153
20,1,1,1.1806835158821776
8,1,1,1.2342271712485
8,1,1,1.1637005585143787
7,1,1,1.2521478659012435
16,1,1,1.49443671576176
0,1,0,1.0
10,0,1,1.9031105416242415
7,1,1,1.1949321400210142
9,0,1,1.9823178470979634
6,1,0,1.0
2,1,0,1.0
2,1,0,1.0
17,1,0,1.0
4,0,1,1.1806592321030775
11,0,0,1.2829503662850805
11,1,1,1.273888564981552
18,0,1,1.806832326674725
5,1,1,1.2539996248073844
1,1,1,1.30758818413458
11,0,1,1.3936130325460483
18,0,1,1.8588815068627915
4,1,0,1.0
11,1,0,1.1045208878718453
16,0,0,1.148768545993221
16,1,0,1.1305148448604758
9,0,0,1.7436756154886277
22,1,1,1.243508769938753
16,1,0,1.1808440087786432
14,0,0,1.1898965524202159
11,0,0,1.294384910140467
15,0,1,1.5613272332372463
23,1,1,1.2080957918446509
18,1,1,1.1830345999036895
7,1,0,1.0
20,1,0,1.0
16,0,0,1.2842867258048907
22,1,0,1.0
4,1,0,1.0
21,1,1,1.2346151045592966
15,0,0,1.1557511598937258
5,1,1,1.244184165283527
7,1,0,1.0
17,0,1,1.9945524318063996
11,1,1,1.5231214596713332
14,1,1,1.382134866594952
8,0,1,2.139124470843645
12,1,0,1.2686958338251029
14,1,0,1.2376747758771844
9,1,0,1.0
15,0,1,1.4916557132467456
6,1,0,1.0
16,1,0,1.1551113340242458
22,0,0,1.0
20,0,0,1.0
21,1,1,1.3101618989353665
6,1,1,1.333651633588261
13,1,0,1.2206007680859823
14,1,0,1.2606112435782357
20,0,0,1.0
6,1,1,1.3083390198403493
8,0,1,1.7608479951676088
18,0,1,1.6889572033892737
15,1,0,1.1324471096281155
7,1,1,1.2332698997592864
17,0,1,2.080626397805416
22,0,1,1.2135919663319235
17,1,1,1.2563911397566354
19,0,1,1.9453995117144087
6,1,0,1.0
2,1,0,1.0
17,0,0,1.5914334929731093
9,0,0,1.6796424821598792
6,1,1,1.3343578466217052
16,0,0,1.174675711907368
13,1,0,1.2804244476490774
23,1,0,1.0
2,1,1,1.3334912443782025
11,0,0,1.2861325007934261
12,1,1,1.384160355948277
1,1,1,1.3240791816451405
2,1,1,1.2218323648560838
4,1,0,1.0
10,1,1,1.270050606586701
7,1,0,1.0
22,1,0,1.0
22,1,0,1.0
11,1,1,1.2848658990742585
6,1,1,1.2323987978984345
14,1,0,1.2157833065185435
23,0,1,1.2285398226717883
16,1,1,1.4685640292665254
3,1,1,1.2871414458572152
21,1,0,1.0
12,0,1,1.464755626854394
17,1,1,1.2349990480839725
0,0,0,1.0
15,1,1,1.3808033824217383
12,1,0,1.2174358256271394
9,0,1,1.8057372259589304
11,1,1,1.4092620377793919
1,0,1,1.3328880739508095
22,0,1,1.1541286879091586
2,1,1,1.3424700266876557
9,1,1,1.2424711201869325
1,1,0,1.0
22,1,1,1.2325339888007083
12,0,1,1.3033030304590942
12,0,1,1.3268380379764266
17,1,0,1.0
2,0,0,1.0
6,0,0,1.0
13,1,1,1.445779163002824
19,0,1,1.8982549688306882
16,0,0,1.280046971486422
20,1,0,1.0
11,0,0,1.2045963030211664
15,1,1,1.3530702864244921
23,0,0,1.0
11,1,1,1.3312891900475883
14,0,1,1.4856523506577162
9,0,1,2.015079684354102
6,1,0,1.0
19,1,1,1.343167755011666
4,1,0,1.0
0,1,0,1.0
16,0,0,1.2883269704146736
2,0,0,1.0
12,0,1,1.5230079589893557
13,1,1,1.3217616827006737
23,0,1,1.279534000542395
17,0,1,1.7480623184644777
3,1,0,1.0
17,1,0,1.0
4,0,0,1.0
15,1,0,1.195798786727862
0,0,1,1.1534861091004092
20,0,0,1.0
13,1,1,1.4114953330778568
14,0,0,1.2258227239824238
8,1,0,1.0
14,1,0,1.2586020615251199
16,0,0,1.126528774890793
23,0,1,1.2537277381332026
3,0,1,1.305813502871894
11,1,1,1.3347100095517241
4,0,1,1.2173638221934913
4,1,0,1.0
10,1,0,1.0
5,0,1,1.2609398353166632
6,1,1,1.26505591897095
23,0,0,1.0
13,0,0,1.1261752666915374
23,0,1,1.2415137695347944
10,0,1,1.8257177218287852
12,0,1,1.480455931319578
1,0,0,1.0
6,0,1,1.2357129225203585
19,1,1,1.2953171531652905
3,0,1,1.2520120457088288
7,1,1,1.2743925248261951
19,1,1,1.2290713021722766
21,1,0,1.0
20,0,1,1.3036413535614981
18,1,0,1.0
12,1,1,1.426530206031896
13,0,1,1.5199005573233881
9,0,1,1.8835836487537359
10,1,0,1.0
1,0,0,1.0
8,0,0,1.6681278535926172
16,0,1,1.5646891697776564
2,0,1,1.31828328720507
23,1,0,1.0
5,0,0,1.0
4,0,1,1.2794893847502498
4,0,0,1.0
21,1,1,1.2183014221368087
14,1,0,1.2559152897722539
22,0,0,1.0
16,0,0,1.2150416586125603
8,1,1,1.3470539976201803
2,0,1,1.1995012257139608
19,0,0,1.4318623363723548
16,1,1,1.3919844400479255
9,0,1,1.9260904744229106
2,0,1,1.2951542093915553
17,1,1,1.281413036506589
17,1,0,1.0
16,0,1,1.4675419197963602
23,1,1,1.314099288931571
2,0,0,1.0
2,0,1,1.1589413862837723
5,0,1,1.3010862201244056
12,1,1,1.398781943241432
23,1,0,1.0
14,0,0,1.264527254311444
8,0,1,1.6955851164052338
3,1,1,1.2862626370695769
13,1,0,1.206678978301361
4,1,0,1.0
1,0,0,1.0
10,1,1,1.252880773749237
8,1,1,1.2013539031075826
23,0,0,1.0
2,0,1,1.1569760611640056
8,0,1,1.7354195514262403
2,1,1,1.3311978301298404
1,0,1,1.158250064694346
11,0,1,1.346779287577042
9,0,1,1.7199908832103108
8,0,1,1.8154549433655258
14,1,0,1.1002262950241741
7,0,0,1.0
4,1,0,1.0
10,1,0,1.0
1,1,0,1.0
23,0,0,1.0
14,1,0,1.1157636154485568
5,0,0,1.0
7,0,0,1.0
4,0,1,1.3025997795423885
15,1,1,1.3745389435879998
17,0,0,1.595238806349131
5,0,1,1.2924058714108901
4,0,1,1.3237902789201612
15,1,0,1.286807298131802
12,1,0,1.1654881125908134
4,1,0,1.0
12,0,1,1.3245516698289426
16,1,1,1.5995311414165068
17,0,0,1.5865574469441523
7,0,1,1.2110706427095579
12,1,1,1.3968007453210334
18,0,1,1.7713451597642975
2,1,0,1.0
23,0,1,1.1531471960747088
7,1,1,1.2019104497329975
1,0,1,1.2822764155689979
7,0,1,1.156412539261361
12,0,1,1.325319592258944
12,0,1,1.5785381917548562
0,0,1,1.1544313258832486
5,1,0,1.0
23,0,0,1.0
18,1,1,1.2503425633376983
15,1,0,1.1549374987974834
7,1,1,1.2797291318124127
0,0,1,1.2943107765186923
15,0,1,1.5176557628466594
8,0,0,1.7977800354182338
12,1,1,1.6224305663516283
10,0,1,1.8595490855639913
12,0,0,1.172877262027957
20,1,0,1.0
9,1,1,1.152424950017549
3,1,0,1.0
5,1,0,1.0
6,1,1,1.1998348994484733
4,1,1,1.2937616469898328
10,0,1,1.9747372777907333
12,1,0,1.1100044533833116
18,0,0,1.4621106412709324
22,0,0,1.0
9,0,1,1.9373990419799187
9,1,0,1.0
10,0,0,1.4473381334871511
20,1,1,1.3492901010200178
6,1,1,1.3074500605338726
17,0,1,1.878165910092477
3,1,0,1.0
1,0,1,1.2861207740238307
13,0,0,1.2579949519139666
12,1,0,1.26304127551313
11,0,1,1.3915403141956826
6,0,1,1.1513571105953655
1,0,1,1.1586912492602341
12,1,1,1.536308746082529
13,0,1,1.5648805952623341
16,1,0,1.2899173535129171
8,1,0,1.0
16,0,0,1.2738705695845591
7,0,1,1.2466622897394588
1,1,0,1.0
23,1,1,1.2171940614761023
12,0,1,1.3609629437386637
2,0,0,1.0
15,1,0,1.1732987158322328
5,1,1,1.2619149683911748
18,1,0,1.0
6,1,1,1.2831018817514428
9,1,0,1.0
8,0,0,1.791330190578019
1,1,0,1.0
14,1,0,1.2456772372201466
4,0,0,1.0
21,0,1,1.2787497064885847
3,1,0,1.0
19,1,0,1.0
3,0,0,1.0
17,1,1,1.2170184868536684
3,1,1,1.1569007752996652
16,0,1,1.4613146058628619
11,1,1,1.4334920268955833
21,0,1,1.2659559685138833
16,0,0,1.134371373950093
9,0,0,1.504649922516732
21,0,0,1.0
0,1,1,1.2492607206972952
21,0,1,1.2336749410215695
23,1,0,1.0
17,1,1,1.305712769509352
17,1,1,1.2968809285086493
13,1,1,1.5293698429891884
14,1,0,1.2125339081368618
11,0,0,1.292877851331452
3,0,1,1.1934448198302163
2,0,1,1.2928263987204305
19,0,1,1.753770891705826
11,1,1,1.3965781904458514
6,0,0,1.0
10,1,1,1.1930938865498422
0,1,0,1.0
5,0,0,1.0
14,0,0,1.1400701702896812
14,0,1,1.608455864385916
18,0,0,1.69931072810175
10,1,0,1.0
22,1,1,1.308812125176551
1,0,1,1.3437845747437485
13,1,1,1.4087041132312126
1,1,0,1.0
3,1,1,1.3224419281506479
16,0,0,1.248546145890818
2,1,0,1.0
12,0,1,1.4275755621817638
8,0,0,1.5645009593915478
6,1,0,1.0
14,1,0,1.2859884320458008
22,0,0,1.0
10,1,1,1.2187063222996588
19,1,0,1.0
1,0,1,1.3426968557312344
14,0,0,1.28205435425079
13,0,0,1.2261042284496346
19,0,1,1.855946565254024
21,1,0,1.0
10,1,0,1.0
2,0,0,1.0
16,0,0,1.10366767780213
11,0,0,1.1255246372475507
23,1,0,1.0
20,0,1,1.3008462646699097
14,1,1,1.3742756521552266
15,0,1,1.492359550795774
4,0,0,1.0
19,0,0,1.546853134124106
5,1,0,1.0
18,1,1,1.3315363890438308
4,1,0,1.0
2,0,1,1.2109271664587153
0,1,0,1.0
5,1,0,1.0
14,0,0,1.2086440188734322
1,0,1,1.1540954166724395
2,1,0,1.0
16,1,1,1.4817634241968414
23,1,0,1.0
11,1,0,1.1468610198674356
17,0,1,1.91100842489234
14,0,0,1.2373772156763514
11,0,0,1.2552806644044208
15,1,0,1.1622678485858833
7,1,0,1.0
13,0,1,1.5598711972392945
16,0,1,1.6201619197527046
20,1,0,1.0
7,1,0,1.0
14,0,1,1.4846129008850468
13,0,0,1.2239795903520696
17,0,1,1.7478901110563094
19,1,0,1.0
6,1,1,1.2854202552714729
2,1,1,1.1897834719030533
11,1,1,1.4333521376155582
20,1,1,1.1657803658982402
23,1,0,1.0
2,0,0,1.0
19,0,1,1.6720232037274378
13,1,1,1.4596934851724392
14,0,1,1.4578869833835615
13,1,1,1.5416738630232871
6,0,0,1.0
16,1,1,1.48014925035463
11,0,1,1.4022639246155033
19,0,1,1.9996129187648224
3,1,1,1.3083432335168543
8,1,1,1.3455348828257416
5,0,1,1.3073333897749926
15,0,1,1.5754837379369815
21,1,0,1.0
21,0,1,1.1500370390590886
20,1,1,1.2224862822375542
20,1,1,1.2975206192068844
1,0,0,1.0
23,1,0,1.0
7,0,0,1.0
10,0,1,1.8254020049704347
12,1,1,1.3781051400341304
16,0,1,1.5298852815226782
7,1,0,1.0
20,1,1,1.336498355955536
17,1,0,1.0
17,0,0,1.7000369651414555
13,1,0,1.2685900780353618
14,0,0,1.1940191916903031
5,1,0,1.0
10,1,1,1.2279550639244574
12,1,1,1.4517494120968348
0,0,0,1.0
5,0,1,1.1748473411111617
8,1,1,1.2658988365580521
7,1,0,1.0
10,0,0,1.6660531440734903
21,0,1,1.2377817480412476
18,0,1,2.0529095251843823
23,1,1,1.193999894447325
8,0,1,1.8767673904004654
16,1,0,1.1647258249160959
11,0,1,1.3826154481999815
13,1,0,1.289574033723936
14,1,0,1.1970143971126348
15,1,1,1.5982265338037465
21,0,1,1.1794825567267966
21,0,1,1.291633984367114
19,0,0,1.5741862100287913
0,1,0,1.0
9,1,0,1.0
7,0,0,1.0
17,1,1,1.2000492650525874
0,1,0,1.0
1,1,0,1.0
0,0,1,1.2873876711333407
0,1,0,1.0
8,0,0,1.6970642874625685
12,0,1,1.4688682001582094
0,0,0,1.0
12,0,0,1.250229448790288
19,0,0,1.7733501996567875
21,1,0,1.0
6,0,1,1.2134146437527382
1,0,0,1.0
5,0,1,1.3378670031485973
6,1,0,1.0
13,1,1,1.3344974838531547
17,1,1,1.3025938777418047
14,1,1,1.5102838272703347
1,0,0,1.0
9,0,0,1.5959574977536697
22,1,0,1.0
11,1,1,1.381352504368557
16,1,0,1.1833669230445587
7,1,0,1.0
10,0,0,1.624083761096378
2,1,0,1.0
5,1,1,1.2358642683935273
8,1,1,1.3432112265530398
5,1,0,1.0
8,1,0,1.0
6,1,0,1.0
8,1,1,1.2708217802301693
17,0,0,1.6996945322409869
11,0,1,1.5555892540775647
7,0,1,1.15241250356448
7,0,0,1.0
17,0,0,1.413716671324217
19,0,0,1.6809353736407449
14,1,1,1.4216929726998462
6,1,1,1.1904554362181337
10,0,0,1.5080995500246857
19,1,1,1.2509282111896152
15,0,0,1.2951138926712165
3,1,0,1.0
5,1,1,1.2732540978418383
21,1,1,1.3372296209026047
2,1,1,1.3418759708773895
8,1,1,1.1916219992841015
9,1,0,1.0
13,0,0,1.162238720493789
10,0,0,1.7079969124874816
17,1,1,1.3233528004582689
21,0,0,1.0
11,1,1,1.5524905622940153
22,0,1,1.152314439751054
11,1,1,1.434550881865959
12,0,0,1.1938579821874966
12,1,1,1.346878010381873
18,0,1,1.6887280665330715
18,1,1,1.328548508599271
22,0,1,1.3269748247566917
13,1,1,1.4830629338526948
3,1,1,1.2524063237382979
12,1,1,1.3455871834229731
7,0,1,1.1875456150996548
22,0,1,1.3142400406699908
20,0,1,1.332950780267592
22,1,1,1.2573846522840233
18,0,1,1.8653985703866032
11,1,0,1.2217069286554476
17,0,0,1.6811164085511385
5,0,1,1.24055362590228
17,0,1,1.8227841378965577
18,0,1,2.027134944351328
21,1,0,1.0
4,0,0,1.0
23,0,0,1.0
8,1,1,1.3136805294995648
2,1,1,1.3480748859157725
9,0,1,1.6442186468465743
18,0,1,1.7106019515395552
2,1,0,1.0
21,1,1,1.254626022581245
14,1,0,1.2266057810815485
0,0,0,1.0
6,0,1,1.2656577230346806
11,0,0,1.151848027078054
16,1,0,1.2817648061937592
20,1,0,1.0
23,1,0,1.0
19,0,1,1.62807161624685
4,1,1,1.2937984950796122
3,0,0,1.0
11,1,1,1.486609494156204
19,0,0,1.4067639253025468
23,0,1,1.2736087358247474
17,1,1,1.162618936236643
16,0,1,1.4016212991599408
18,1,1,1.2124976652285708
8,0,1,1.78657347647995
3,1,0,1.0
20,1,1,1.3457156789718747
1,0,0,1.0
3,1,0,1.0
1,0,1,1.343088444147742
14,1,0,1.183252199872015
1,1,1,1.2030998434436564
3,1,0,1.0
5,1,0,1.0
6,0,1,1.2105184305328232
9,1,1,1.2037562596323208
18,1,1,1.2564491614283562
18,0,1,1.8904998007663047
21,0,0,1.0
11,0,1,1.373855879963618
2,0,0,1.0
12,0,0,1.1965011182764227
17,0,0,1.5364410855209831
7,1,0,1.0
20,0,0,1.0
14,1,0,1.2083190925596685
0,0,1,1.2850378831023248
2,1,0,1.0
7,1,0,1.0
3,1,0,1.0
15,0,1,1.4691604769684408
22,0,1,1.2612104848559922
9,0,0,1.513942452384304
11,0,1,1.3798519426380986
13,1,0,1.1505137118275375
13,0,1,1.5331924419330467
1,1,0,1.0
22,1,1,1.3331855492207563
4,0,1,1.3416245590959226
4,0,1,1.1521052092619404
5,0,0,1.0
12,1,0,1.2980748418709274
8,0,0,1.6732073273976644
21,1,1,1.2787048320748378
14,0,1,1.4252893014164185
13,1,0,1.1290982894495654
23,0,1,1.3174660307866082
6,0,0,1.0
19,1,0,1.0
1,0,0,1.0
6,0,0,1.0
5,0,1,1.1531125092517431
16,0,1,1.466153159253798
1,0,1,1.190153345811867
2,0,0,1.0
4,0,1,1.1715122783540868
4,1,0,1.0
0,1,0,1.0
7,0,0,1.0
11,0,0,1.1880255393092654
23,0,0,1.0
3,1,0,1.0
12,1,1,1.3719504834024945
22,0,1,1.2750434117305705
14,1,1,1.551206726158045
10,0,1,1.6375664131920278
9,0,0,1.5151914431730003
2,0,0,1.0
21,0,1,1.333006484694217
13,1,1,1.4975859925486361
15,1,1,1.4430525147374627
9,0,1,2.07622520759182
9,1,1,1.3190163275471003
11,1,1,1.3815371306671507
8,0,1,1.839914774318864
0,1,1,1.2479863506489721
4,0,0,1.0
19,0,0,1.6155090344460465
7,0,0,1.0
10,0,0,1.5030628091964622
11,1,1,1.4100855546194169
0,0,0,1.0
21,1,1,1.1762242419033
19,0,0,1.5821456538246004
10,0,1,2.0397997553744127
4,1,1,1.2323127543802062
14,0,0,1.2037616624168708
4,1,0,1.0
11,1,1,1.3916165777207306
4,0,1,1.2309211765893726
16,0,1,1.513830082052622
16,0,0,1.1923668869121218
23,0,0,1.0
11,0,1,1.2997366274193831
23,0,0,1.0
14,1,1,1.430003381411359
14,1,0,1.272074027456096
5,0,0,1.0
11,1,0,1.2084275018612334
19,1,0,1.0
17,0,0,1.6758542967660484
13,0,1,1.431795806220527
1,1,1,1.2392573336948702
8,0,0,1.5643686278775357
4,1,1,1.2577166771708406
19,0,1,1.8283883994698056
0,1,0,1.0
22,1,1,1.2166171096187746
2,1,0,1.0
5,1,1,1.1795047668354695
4,0,1,1.169310095719549
20,0,1,1.1526845830240255
4,1,1,1.2345712157133724
0,1,1,1.1875221977090848
16,0,1,1.3583334897753543
18,0,1,1.8391416296425254
13,1,0,1.192184154583932
11,1,0,1.2487257357201493
9,1,0,1.0
19,1,0,1.0
20,1,1,1.347161364201685
17,0,1,1.8658440480189284
23,1,1,1.2933107279558
10,0,0,1.639171770727932
1,0,0,1.0
17,0,0,1.484719715432619
6,1,1,1.320222165169511
23,0,0,1.0
14,0,1,1.5278764163923453
10,0,0,1.6891604029791112
17,0,1,1.9534958293480413
22,1,0,1.0
11,1,1,1.4466646993239791
5,0,0,1.0
19,0,0,1.7404829541778977
22,1,1,1.2861857073287006
12,1,1,1.607614015753182
